2.500000000000000000e-01;3.539999999999999858e+01
3.200000000000000067e-01;2.573999999999999844e+01
3.900000000000000133e-01;1.912999999999999901e+01
4.500000000000000111e-01;1.399000000000000021e+01
4.899999999999999911e-01;9.910000000000000142e+00
5.300000000000000266e-01;6.700000000000000178e+00
5.600000000000000533e-01;4.219999999999999751e+00
5.600000000000000533e-01;2.379999999999999893e+00
5.600000000000000533e-01;1.100000000000000089e+00
5.600000000000000533e-01;3.200000000000000067e-01
5.699999999999999512e-01;0.000000000000000000e+00
5.699999999999999512e-01;1.100000000000000006e-01
5.999999999999999778e-01;6.300000000000000044e-01
6.500000000000000222e-01;1.560000000000000053e+00
6.999999999999999556e-01;2.919999999999999929e+00
7.600000000000000089e-01;4.740000000000000213e+00
8.299999999999999600e-01;7.070000000000000284e+00
9.100000000000000311e-01;9.919999999999999929e+00
1.020000000000000018e+00;1.330000000000000071e+01
1.139999999999999902e+00;1.728000000000000114e+01
1.280000000000000027e+00;2.251999999999999957e+01
1.469999999999999973e+00;3.171000000000000085e+01
1.659999999999999920e+00;2.989000000000000057e+01
1.870000000000000107e+00;2.339999999999999858e+01
2.089999999999999858e+00;2.058999999999999986e+01
2.310000000000000053e+00;1.946000000000000085e+01
2.540000000000000036e+00;1.939000000000000057e+01
2.779999999999999805e+00;2.019000000000000128e+01
3.009999999999999787e+00;2.183999999999999986e+01
3.259999999999999787e+00;2.407999999999999829e+01
3.500000000000000000e+00;2.521000000000000085e+01
3.740000000000000213e+00;2.353000000000000114e+01
3.990000000000000213e+00;2.128999999999999915e+01
4.230000000000000426e+00;1.985999999999999943e+01
4.469999999999999751e+00;1.932000000000000028e+01
4.719999999999999751e+00;1.960999999999999943e+01
4.959999999999999964e+00;2.062000000000000099e+01
5.200000000000000178e+00;2.230999999999999872e+01
5.459999999999999964e+00;2.467000000000000171e+01
5.719999999999999751e+00;2.771000000000000085e+01
5.990000000000000213e+00;3.153000000000000114e+01
6.280000000000000249e+00;3.615999999999999659e+01
6.570000000000000284e+00;4.025999999999999801e+01
6.860000000000000320e+00;3.985000000000000142e+01
7.150000000000000355e+00;3.740999999999999659e+01
7.450000000000000178e+00;3.563000000000000256e+01
7.790000000000000036e+00;3.471999999999999886e+01
8.130000000000000782e+00;3.446999999999999886e+01
8.460000000000000853e+00;3.420000000000000284e+01
8.800000000000000711e+00;3.295000000000000284e+01
9.140000000000000568e+00;3.055999999999999872e+01
9.480000000000000426e+00;2.792000000000000171e+01
9.849999999999999645e+00;2.582999999999999829e+01
1.022000000000000064e+01;2.473000000000000043e+01
1.059999999999999964e+01;2.485000000000000142e+01
1.099000000000000021e+01;2.635999999999999943e+01
1.136999999999999922e+01;2.907999999999999829e+01
1.177999999999999936e+01;3.087999999999999901e+01
1.218999999999999950e+01;2.978000000000000114e+01
1.258999999999999986e+01;2.864999999999999858e+01
1.297000000000000064e+01;2.867999999999999972e+01
1.333999999999999986e+01;2.960999999999999943e+01
1.368999999999999950e+01;3.069000000000000128e+01
1.408999999999999986e+01;3.075000000000000000e+01
1.450000000000000000e+01;2.921000000000000085e+01
1.492999999999999972e+01;2.707999999999999829e+01
1.541000000000000014e+01;2.530999999999999872e+01
1.588000000000000078e+01;2.414000000000000057e+01
1.632000000000000028e+01;2.348999999999999844e+01
1.673000000000000043e+01;2.314000000000000057e+01
1.710000000000000142e+01;2.280999999999999872e+01
1.744000000000000128e+01;2.235999999999999943e+01
1.775000000000000000e+01;2.187999999999999901e+01
1.803000000000000114e+01;2.151000000000000156e+01
1.835999999999999943e+01;2.141000000000000014e+01
1.864999999999999858e+01;2.160000000000000142e+01
1.887000000000000099e+01;2.200000000000000000e+01
1.905000000000000071e+01;2.244000000000000128e+01
1.917000000000000171e+01;2.278999999999999915e+01
1.926999999999999957e+01;2.305000000000000071e+01
1.939000000000000057e+01;2.339999999999999858e+01
1.951000000000000156e+01;2.405999999999999872e+01
1.960999999999999943e+01;2.516000000000000014e+01
1.969999999999999929e+01;2.651999999999999957e+01
1.976999999999999957e+01;2.769999999999999929e+01
1.991000000000000014e+01;2.860999999999999943e+01
2.010999999999999943e+01;2.973000000000000043e+01
2.035999999999999943e+01;3.148000000000000043e+01
2.071000000000000085e+01;3.353999999999999915e+01
2.108999999999999986e+01;3.447999999999999687e+01
2.144000000000000128e+01;3.375999999999999801e+01
2.180999999999999872e+01;3.314000000000000057e+01
2.210999999999999943e+01;3.379999999999999716e+01
2.233999999999999986e+01;3.575999999999999801e+01
2.253000000000000114e+01;3.684000000000000341e+01
2.267000000000000171e+01;3.550999999999999801e+01
2.276999999999999957e+01;3.468999999999999773e+01
2.289000000000000057e+01;3.547999999999999687e+01
2.301000000000000156e+01;3.764999999999999858e+01
2.319000000000000128e+01;4.092999999999999972e+01
2.337999999999999901e+01;4.595000000000000284e+01
2.344999999999999929e+01;4.871999999999999886e+01
2.342000000000000171e+01;4.435000000000000142e+01
2.335000000000000142e+01;4.292999999999999972e+01
2.330999999999999872e+01;4.364000000000000057e+01
2.348000000000000043e+01;4.322999999999999687e+01
2.378000000000000114e+01;4.196999999999999886e+01
2.417000000000000171e+01;4.210999999999999943e+01
2.458999999999999986e+01;4.274000000000000199e+01
2.494999999999999929e+01;4.195000000000000284e+01
2.525000000000000000e+01;4.149000000000000199e+01
2.557000000000000028e+01;4.295000000000000284e+01
2.592000000000000171e+01;4.597999999999999687e+01
2.632999999999999829e+01;4.838000000000000256e+01
2.676999999999999957e+01;5.177000000000000313e+01
2.716000000000000014e+01;6.465000000000000568e+01
2.744999999999999929e+01;5.049000000000000199e+01
2.766000000000000014e+01;4.647999999999999687e+01
2.783999999999999986e+01;4.642000000000000171e+01
2.819999999999999929e+01;4.753000000000000114e+01
2.867999999999999972e+01;4.717000000000000171e+01
2.926000000000000156e+01;4.735999999999999943e+01
3.010999999999999943e+01;5.027000000000000313e+01
